Initialising login role...
contaminated_category,market_segment,cluster_n,cluster_median_vps,id,product_name,brand,price,comp,vps,current_qpr
pantaloni,premium,143,1.14,ced30b2b-dd74-4b7a-a64b-4ef5e68b7235,Pantaloni barrel fit misto cotone,Massimo Dutti,69.95,72.00,0.97,66.00
pantaloni,premium,143,1.14,d50319d0-bb65-4e5e-a43f-d96829656a1b,Pantaloni con doppia pince in cotone,Massimo Dutti,69.95,72.00,0.97,66.00
pantaloni,premium,143,1.14,bbc57e31-df7a-48fa-8266-7b1193987b64,Pantaloni tapered fit in cotone 500,Massimo Dutti,69.95,72.00,0.97,66.00
pantaloni,premium,143,1.14,af24eabd-25b4-4639-9d8d-64087919789f,Pantaloni slim fit in misto cotone 401,Massimo Dutti,69.95,72.00,0.97,66.00
pantaloni,premium,143,1.14,7ce5f263-8444-4263-af86-31deaa1681e5,Bermuda corti total look con lino,Massimo Dutti,69.95,72.00,0.97,66.00
parka,premium,11,3.31,feade424-291c-4b6f-8afc-85649399d992,Parka con tasche in misto cotone,Massimo Dutti,149.00,64.00,2.33,89.00
parka,premium,11,3.31,7d6f117e-a9d9-4ab1-801c-56b416c3ea97,Parka con dettaglio a sbuffo,Massimo Dutti,149.00,60.00,2.48,84.00
parka,premium,11,3.31,3a46ed92-0138-43ae-8263-a827b204fbc0,Parka imbottita con dettaglio sul collo,Massimo Dutti,149.00,60.00,2.48,84.00
polo,premium,163,1.24,a91c41dc-b3a7-4fe7-a839-9a69fda8b095,Polo a maniche corte con dettaglio con cerniera,Massimo Dutti,29.95,68.00,0.44,100.00
polo,premium,163,1.24,1abdbfd7-fb30-4e2c-93aa-2d8daa9321f9,Maglia a polo a righe in cotone 401,Massimo Dutti,39.95,72.00,0.55,100.00
polo,premium,163,1.24,fc4fbd34-c63c-4e41-a839-0a24e37deb6b,Polo in piqué con microstruttura in cotone,Massimo Dutti,39.95,72.00,0.55,100.00
polo,premium,163,1.24,18cb2098-8568-43bd-b41d-a27118332872,Polo a maniche corte 100% lino,Massimo Dutti,49.95,88.00,0.57,100.00
polo,premium,163,1.24,8cb8a512-64c0-47c1-a168-e0ee06926350,Blusa con collo a polo in lino,Massimo Dutti,49.95,88.00,0.57,100.00
polo,premium,163,1.24,ced55c89-1a2f-44b8-b2f4-34232b0bd172,Camicia a maniche corte in lino e cotone,Massimo Dutti,49.95,80.00,0.62,99.00
polo,premium,163,1.24,7d7a9982-ece3-4888-8b83-45e3b77ad5d4,Polo slim in cotone a coste,COS,45.00,72.00,0.63,99.00
polo,premium,163,1.24,25529ddd-5604-4f7c-a681-6c8a9ce58dad,Polo a maniche corte in misto cotone,Massimo Dutti,45.95,73.00,0.63,99.00
polo,premium,163,1.24,60333311-7d97-433a-8a6c-316f2220523c,Polo in misto cotone e lino taglio rilassato,COS,49.00,77.00,0.64,99.00
polo,premium,163,1.24,c7838ab3-c5fd-45af-8ff8-4d9e69fc9ce4,Polo a righe a maniche corte,Massimo Dutti,45.95,72.00,0.64,99.00
polo,premium,163,1.24,0ec5fe53-168a-428e-af5c-e36273b40616,Polo a maniche corte con dettagli intrecciati,Massimo Dutti,45.95,72.00,0.64,99.00
polo,premium,163,1.24,81586940-ca73-4f36-a18f-037b3bf27be7,Polo a righe in cotone,Massimo Dutti,45.95,72.00,0.64,99.00
polo,premium,163,1.24,d55e37ab-d57a-4001-9551-efae3997d234,Polo in maglia a righe 100% cotone,Massimo Dutti,45.95,72.00,0.64,99.00
polo,premium,163,1.24,96af4042-8109-49b3-97c5-6ca816fbebd7,Polo a maniche corte 100% cotone,Massimo Dutti,45.95,72.00,0.64,99.00
polo,premium,163,1.24,b974bedb-890e-413e-9875-f2852288f4bf,Maglia a polo con dettaglio sul colletto,Massimo Dutti,39.95,62.00,0.64,99.00
polo,premium,163,1.24,9c34e0fc-3378-4f24-8168-7cbcb96283f2,Maglia a polo scollo a V in misto cotone,Massimo Dutti,49.95,74.00,0.68,98.00
polo,premium,163,1.24,3cada76a-d972-4cba-8e05-286b253edef3,Polo in cotone interlock 1327667002,COS,49.00,72.00,0.68,98.00
polo,premium,163,1.24,911be03f-4c2d-4a83-a38b-962d7b9c6d23,Polo in cotone interlock,COS,49.00,72.00,0.68,98.00
polo,premium,163,1.24,40031162-d4ad-49f7-aa40-af56a5eac9ad,Polo a maniche lunghe 100% lino,Massimo Dutti,59.95,88.00,0.68,98.00
polo,premium,163,1.24,2809e065-928b-4878-9a02-a44ebada70c0,Polo in maglia con dettaglio di tasca,Massimo Dutti,49.95,72.00,0.69,98.00
polo,premium,163,1.24,fe7bd485-68f2-44e0-855e-c99311a213cb,Maglia a polo in cotone 401,Massimo Dutti,49.95,72.00,0.69,98.00
polo,premium,163,1.24,71745356-79b6-4623-939e-bb9804d88bc1,Maglia a polo a trecce,Massimo Dutti,49.95,72.00,0.69,98.00
polo,premium,163,1.24,1f1a536f-fc28-47c4-bd12-5d75b9b21785,Polo in maglia regular cotone,Massimo Dutti,49.95,72.00,0.69,98.00
polo,premium,163,1.24,4ad6f565-d317-4a81-96df-f6264ed968ce,Polo in maglia di cotone,Massimo Dutti,49.95,72.00,0.69,98.00
polo,premium,163,1.24,2e614ff4-764b-4755-9282-71fab8dd8b7f,Polo in maglia a righe a contrasto,Massimo Dutti,49.95,72.00,0.69,98.00
polo,premium,163,1.24,8bd35ed1-e8c3-45ff-88ae-78cdfb49f365,Polo a maniche lunghe con dettaglio a coste,Massimo Dutti,49.95,72.00,0.69,98.00
polo,premium,163,1.24,dab2c174-210a-406f-aeb9-43bef126214a,Maglia a polo testurizzata 100% cotone 830,Massimo Dutti,49.95,72.00,0.69,98.00
polo,premium,163,1.24,9d7c4aa4-bcbf-4e23-bce2-465627543445,Polo in maglia a righe di cotone,Massimo Dutti,49.95,72.00,0.69,98.00
polo,premium,163,1.24,2a14afb1-eb7e-4ac5-9101-81d7aa4dab22,Maglia a polo in jacquard,Massimo Dutti,49.95,72.00,0.69,98.00
polo,premium,163,1.24,5c7cc173-1d14-44d7-88a6-4470e289b9aa,Polo in maglia a trecce 100% cotone,Massimo Dutti,49.95,72.00,0.69,98.00
polo,premium,163,1.24,e891a2b3-9e2c-485c-9080-b093b453aa5f,Maglia a polo testurizzata 100% cotone 401,Massimo Dutti,49.95,72.00,0.69,98.00
polo,premium,163,1.24,46ec4d11-3850-422b-9df9-9ae7a55e027b,Polo in maglia a costine di cotone,Massimo Dutti,49.95,72.00,0.69,98.00
polo,premium,163,1.24,d57042d2-4ef2-4d23-bb41-99e745dcc91f,Polo strutturata in piqué a maniche lunghe,Massimo Dutti,49.95,72.00,0.69,98.00
polo,premium,163,1.24,d8bee7aa-51a8-4853-a5f9-6044d4477853,Polo a maniche lunghe a righe in cotone,Massimo Dutti,49.95,72.00,0.69,98.00
polo,premium,163,1.24,8ce9f013-0ae6-43e3-b53a-ccb09044fa1f,Maglia a polo in cotone e lino - LIMITED EDITION,Massimo Dutti,59.95,81.00,0.74,97.00
polo,premium,163,1.24,75f46282-fcf3-48c5-a8f2-5d72a3a2a9cd,Polo in maglia a maniche corte in cotone e lino,Massimo Dutti,59.95,80.00,0.75,96.00
polo,premium,163,1.24,6bee56d4-45c2-4af9-90e8-9d0880610c47,Polo in maglia a maniche corte misto lana,Massimo Dutti,59.95,80.00,0.75,96.00
polo,premium,163,1.24,b103bb8b-2723-4fe2-80a3-dd94d979ebaa,Polo in maglia di lino e lana merino,COS,69.00,90.00,0.77,96.00
polo,premium,163,1.24,28cc2f1b-4246-4e5a-b071-e3fac1ddea35,Maglia stile polo,Massimo Dutti,49.95,65.00,0.77,95.00
polo,premium,163,1.24,da1785c2-e000-4a0d-86dd-a2c936312808,Polo in maglia con scollo a v,Massimo Dutti,69.95,89.00,0.79,95.00
polo,premium,163,1.24,3b7bd9b5-21fa-4ee1-8adb-3684370d3e84,Maglia stile polo in misto cotone,Massimo Dutti,59.95,76.00,0.79,94.00
t-shirt,fast_fashion,48,0.28,f203ff1c-d825-4349-a450-e56decc4db2d,TOP CANOLÉ SENZA MANICHE,Zara,7.95,72.00,0.11,100.00
t-shirt,fast_fashion,48,0.28,3a87fce9-a735-4101-a25c-7624ea892407,MAGLIETTA CROPPED MANICHE CORTE,Zara,6.95,61.00,0.11,100.00
t-shirt,fast_fashion,48,0.28,dea90c01-4673-4282-9c17-d87b5447f48e,TOP A COSTE CON SPALLINE,Zara,9.95,72.00,0.14,97.00
t-shirt,fast_fashion,48,0.28,2b6fb76b-cf7b-475c-ba55-5bdef3744e28,T-shirt DRY Scollo a V,Uniqlo,7.90,56.00,0.14,97.00
t-shirt,fast_fashion,48,0.28,34bec703-bfc3-4b19-b5e4-321b16713e14,MAGLIETTA COTONE SENZA MANICHE,Zara,7.95,53.00,0.15,95.00
t-shirt,fast_fashion,48,0.28,c58e0b79-9815-44a6-abe1-0ccf4f1bbc65,T-shirt Maniche ad Aletta,Uniqlo,9.90,64.00,0.15,93.00
t-shirt,fast_fashion,48,0.28,ab775025-af8d-4775-a6c2-a1f296614647,Maglia Jersey Girocollo,Uniqlo,12.90,72.00,0.18,83.00
t-shirt,fast_fashion,48,0.28,8c04028f-cd88-4871-8957-e0f17795134f,T-shirt Girocollo Taglio Corto a Righe,Uniqlo,12.90,72.00,0.18,83.00
t-shirt,fast_fashion,48,0.28,20cec7ae-01a4-4ce2-8129-cd554a5b9678,T-shirt Bicolore,Uniqlo,12.90,72.00,0.18,83.00
t-shirt,fast_fashion,48,0.28,6abdccd6-4690-49fa-a57c-07c24f0c24f7,TOP CORTO A COSTINE,Zara,12.95,72.00,0.18,83.00
t-shirt,fast_fashion,48,0.28,1d0ff258-c00d-4d8f-a2f7-398a8e754fe5,MAGLIETTA RAGLAN A RIGHE,Zara,12.95,63.00,0.21,68.00
t-shirt,fast_fashion,48,0.28,1a92e516-a763-45ad-98d1-c8a488e06588,T-shirt Cotone Girocollo,Uniqlo,14.90,72.00,0.21,67.00
t-shirt,fast_fashion,48,0.28,08eda91c-89f2-400e-b4ed-415356a00c24,T-shirt Jersey Fiammato Scollo a V,Uniqlo,14.90,72.00,0.21,67.00
t-shirt,fast_fashion,48,0.28,8aeb1d94-3e52-4041-a6ee-9784f0e5c140,T-shirt a Coste Girocollo Taglio Corto,Uniqlo,14.90,72.00,0.21,67.00
t-shirt,fast_fashion,48,0.28,3effc7ed-55ec-4917-a534-400f3e2fb0f7,DONNA T-SHIRT,Uniqlo,14.90,72.00,0.21,67.00
t-shirt,fast_fashion,48,0.28,51438d1d-148b-4741-9714-cb70dd6998ed,T-shirt Cotone Girocollo,Uniqlo,14.90,72.00,0.21,67.00
t-shirt,premium,108,0.55,1e210926-a8d3-4af8-ad21-1cd07c72f3e8,Canotta slim in cotone a coste 1150895022,COS,19.00,72.00,0.26,100.00
t-shirt,premium,108,0.55,7c42bc16-5afe-4fa8-86c3-595492e6f166,Canotta slim in cotone a coste,COS,19.00,72.00,0.26,100.00
t-shirt,premium,108,0.55,a570599a-46e6-4fd6-9ed1-c9fd0955c211,Canotta a righe lino,Massimo Dutti,29.95,88.00,0.34,96.00
t-shirt,premium,108,0.55,68c2616a-ef6b-4397-9f41-26beb50bddd2,Canotta misto lino,Massimo Dutti,29.95,88.00,0.34,96.00
t-shirt,premium,108,0.55,088a00ea-f262-4857-bf39-d19b5c0d83b7,Top con spalline 100% lino,Massimo Dutti,29.95,88.00,0.34,96.00
t-shirt,premium,108,0.55,849c4ea2-2b8b-4039-ac64-5c2bdcb55dd9,Canotta in cotone a coste,COS,25.00,72.00,0.35,95.00
t-shirt,premium,108,0.55,9f543f00-3f89-4cbf-ae72-1533b14b2b43,Canotta in misto lino,Massimo Dutti,29.95,81.00,0.37,92.00
t-shirt,premium,108,0.55,78b8c5c3-c55f-40e8-9b42-eca24e0387b0,T-shirt in cotone leggero con taglio rilassato 1294695008,COS,29.00,72.00,0.40,87.00
t-shirt,premium,108,0.55,91420bc7-0de0-43cf-802c-9207db2372b4,T-shirt in cotone leggero con taglio rilassato 1294695005,COS,29.00,72.00,0.40,87.00
t-shirt,premium,108,0.55,23529b32-0216-466e-a19d-ad88a4e65545,T-shirt in cotone leggero con taglio rilassato 1294695017,COS,29.00,72.00,0.40,87.00
t-shirt,premium,108,0.55,b1592fbe-bbf9-43ba-b02c-9b8a2ddd2fd6,T-shirt in cotone leggero con taglio rilassato,COS,29.00,72.00,0.40,87.00
t-shirt,premium,108,0.55,72725320-8f1f-4c93-b13e-8c44c93e39ac,Maglietta a maniche corte 100% cotone mercerizzato,Massimo Dutti,29.95,72.00,0.42,84.00
t-shirt,premium,108,0.55,98f5b407-272b-434a-b8ee-a535e97fd592,Maglietta in maglia a maniche corte 100% cotone,Massimo Dutti,29.95,72.00,0.42,84.00
t-shirt,premium,108,0.55,badce2eb-5100-4fcb-b628-2ed19bad414c,Maglietta con scollo a barchetta 100% cotone,Massimo Dutti,29.95,72.00,0.42,84.00
t-shirt,premium,108,0.55,10087690-14d5-411c-a6b7-01b6fcc2b95a,Top con spalline e scollo a barca,Massimo Dutti,29.95,72.00,0.42,84.00
t-shirt,premium,108,0.55,6f5cf3e5-8451-46ea-ba50-8f46487ffd4c,Top halter in misto cotone,Massimo Dutti,29.95,72.00,0.42,84.00
t-shirt,premium,108,0.55,71e87505-a8e4-4a78-aed6-f0060f1117d2,Maglietta a maniche corte in 100% cotone,Massimo Dutti,29.95,72.00,0.42,84.00
t-shirt,premium,108,0.55,49e64f55-3d0d-446c-aaa8-9300f3b37640,Canotta 100% cotone 722,Massimo Dutti,29.95,72.00,0.42,84.00
t-shirt,premium,108,0.55,ede0f3a8-ffcd-4f78-9ed5-474ba1fe12ce,Canotta 100% cotone 251,Massimo Dutti,29.95,72.00,0.42,84.00
t-shirt,premium,108,0.55,8259066f-9d89-42a3-8c9c-8f2550f0454c,Maglietta semitrasparente con collo 100% cotone,Massimo Dutti,29.95,72.00,0.42,84.00
t-shirt,premium,108,0.55,aee61f09-f986-4d63-95ee-bff3bf0375d8,Maglietta interlock a collo rotondo 100% cotone,Massimo Dutti,29.95,72.00,0.42,84.00
t-shirt,premium,108,0.55,407fa88f-4487-4bf4-972d-8fecd90b4e7c,Maglietta a maniche corte in misto cotone 523,Massimo Dutti,29.95,68.00,0.44,79.00
t-shirt,premium,108,0.55,84636fc6-ba3e-4b22-a85a-4740f1c89950,T-shirt a maniche corte in lino,Massimo Dutti,39.95,88.00,0.45,75.00
t-shirt,premium,108,0.55,c6a16df1-6ee2-4802-9224-91b3bfb41de0,T-shirt con scollo a V in lino,Massimo Dutti,39.95,88.00,0.45,75.00
t-shirt,premium,108,0.55,96c0926e-d0aa-4339-bc69-3273ccf33e96,T-shirt a righe regular fit 100% lino,Massimo Dutti,39.95,88.00,0.45,75.00
t-shirt,premium,108,0.55,2d1e01bd-f7b4-455e-abdb-f5b0eee1405b,Top con spalline in canneté misto seta,Massimo Dutti,39.95,88.00,0.45,75.00
t-shirt,premium,108,0.55,6686d103-cd32-43ab-890b-a18db203da4a,Top con collo drappeggiato e dettaglio gioiello,Massimo Dutti,39.95,88.00,0.45,75.00
trench,premium,15,3.28,4c6b82a2-e8df-48b1-ab6c-e0319390d379,Trench in cotone con maniche roll-up,Massimo Dutti,169.00,72.00,2.35,86.00
trench,premium,15,3.28,b629c632-6f4b-4219-af8e-c203f1df9966,Trench corto in cotone con cintura,COS,179.00,72.00,2.49,80.00
trench,premium,15,3.28,e7e33445-bd0f-42bd-98a9-b012a3b5f07f,Trench tecnico a collo alto,Massimo Dutti,169.00,60.00,2.82,66.00
trench,premium,15,3.28,73f95ae9-ae1c-424d-8cd4-4145a1dda22d,Trench tecnico in cotone,Massimo Dutti,169.00,60.00,2.82,66.00
vestito,fast_fashion,10,0.87,815de7d0-9797-4c36-ad0d-86a49462d997,Vestito cotone premaman,Mango,25.99,72.00,0.36,100.00
vestito,fast_fashion,10,0.87,903c7cc0-f1a4-4646-8012-5ecbf148336e,Vestito lungo premaman,Mango,29.99,39.00,0.77,81.00
vestito,fast_fashion,10,0.87,e3383d24-c7b5-465e-9763-374f149c301a,Vestito camicione lino fiocco,Mango,69.99,88.00,0.80,77.00
vestito,premium,68,1.98,22d6aedf-bf05-4429-aad5-bde5762c963a,Vestito midi con dettaglio piega sulla spalla,Massimo Dutti,69.95,82.00,0.85,100.00
vestito,premium,68,1.98,7bfbc4bc-a557-4c52-82bb-a10237031447,Abito mini a trapezio in lino,COS,89.00,88.00,1.01,99.00
vestito,premium,68,1.98,d6845339-aa4f-4ecf-b271-e53979c38c9b,Vestito midi 100% lino,Massimo Dutti,89.95,88.00,1.02,99.00
vestito,premium,68,1.98,1631f72b-db00-4251-bf1d-f926d9145c29,Vestito midi con collo halter e dettaglio fiocco,Massimo Dutti,89.95,87.00,1.03,99.00
vestito,premium,68,1.98,3b1ed5ac-b9d8-4019-8b5d-cd5efc7d91d4,Vestito tuta corto fluido in lino,Massimo Dutti,79.95,73.00,1.10,98.00
vestito,premium,68,1.98,85765000-04d4-4801-b467-94999b6d466c,Vestito midi fluido con spalline sottili,Massimo Dutti,99.95,88.00,1.14,98.00
vestito,premium,68,1.98,01920271-de39-4ebe-aa95-5348978a76b9,Vestito midi fluido 100% lino,Massimo Dutti,99.95,88.00,1.14,98.00
vestito,premium,68,1.98,41f7782a-808f-4ba4-a04a-29a4d8164b58,Vestito midi 100% lino con dettaglio sulla spalla,Massimo Dutti,99.95,88.00,1.14,98.00
vestito,premium,68,1.98,d446a043-e04b-4767-8bd2-215635d16581,Vestito mini fluido,Massimo Dutti,79.95,69.00,1.16,97.00
vestito,premium,68,1.98,e1f3acd5-15dd-4f67-b3bc-afc609582fcb,Vestito tunica fluido total look,Massimo Dutti,89.95,76.00,1.18,97.00
vestito,premium,68,1.98,b46f100e-7c3d-4cc5-a789-0e24973be509,Vestito mini con dettaglio spalline annodate,Massimo Dutti,79.95,66.00,1.21,96.00
vestito,premium,68,1.98,89035134-0e27-4a2f-9fb3-5e64a5c05934,Vestito in maglia a maniche lunghe doppio strato,Massimo Dutti,89.95,72.00,1.25,95.00
vestito,premium,68,1.98,f90b227b-fd2b-4632-957d-7db3e0462c56,Vestito midi 100% cotone con elastico in vita,Massimo Dutti,89.95,72.00,1.25,95.00
vestito,premium,68,1.98,65b4806f-550b-4762-911f-35348db36107,Abito lungo fluido in lino,Massimo Dutti,89.95,71.00,1.27,95.00
vestito,premium,68,1.98,06684d8c-7b5a-4268-836d-ed0ec76a1d9b,Vestito mini con scollo rotondo,Massimo Dutti,89.95,71.00,1.27,95.00
vestito,premium,68,1.98,1cad8432-901d-409e-9e9a-c9d081047080,Vestito morbido a maniche corte,Massimo Dutti,69.95,52.00,1.35,92.00
vestito,premium,68,1.98,2b5a52ae-0f5a-413c-a7b7-207f7c83a232,Vestito midi maglia a contrasto 100% cotone,Massimo Dutti,99.95,72.00,1.39,90.00
vestito,premium,68,1.98,b851619e-fd56-4ea1-aa01-3fab8a3f3c96,Vestito midi scampanato in popeline,Massimo Dutti,99.95,72.00,1.39,90.00
A new version of Supabase CLI is available: v2.98.2 (currently installed v2.90.0)
We recommend updating regularly for new features and bug fixes: https://supabase.com/docs/guides/cli/getting-started#updating-the-supabase-cli
